,class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,
4663,0,5,3,7,0,5,1,0,1,10,0,0,2,0,7,7,0,2,1,1,1,5,0,0
4664,1,5,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,1,1
4665,1,5,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,0,1
4666,1,5,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,4,1
4667,1,2,0,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,0,1
4668,1,5,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,4,1
4669,1,2,0,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,1,1
4670,1,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,1,1
4671,1,5,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,4,1
4672,1,2,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,4,1
4673,0,2,2,5,1,5,1,0,0,10,0,0,2,2,7,2,0,2,2,0,7,1,6,0
4674,1,2,0,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,4,1
4675,1,5,3,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,4,1
4676,1,5,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,4,1
4677,1,2,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,1,1
4678,1,5,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0,1
4679,1,2,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,0,1
4680,1,2,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4,1
4681,1,5,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,1,1
4682,1,5,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,0,1
4683,1,2,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4,1
4684,1,2,0,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,0,1
4685,1,5,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,4,1
4686,1,2,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,4,1
4687,1,2,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,0,1
4688,1,5,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,1,1
4689,1,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,0,1
4690,1,5,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,1,1
4691,1,2,0,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0,1
4692,1,5,3,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,4,1
4693,1,5,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,1,1
4694,1,5,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,4,1
4695,1,2,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4,1
4696,0,2,3,4,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,3,5,0,0
4697,1,2,0,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,0,1
4698,1,5,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4,1
4699,1,5,2,3,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,3,1,1
4700,1,2,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,4,1
4701,1,5,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,4,1
4702,1,5,0,8,0,1,1,0,1,2,0,1,2,2,7,7,0,2,1,4,2,3,0,1
4703,1,5,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,0,1
4704,1,2,2,0,1,2,1,0,0,3,1,1,0,2,7,7,0,2,1,4,1,3,5,1
4705,1,5,3,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,1,1
4706,1,5,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,0,1
4707,1,2,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,1,1
4708,1,2,2,5,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,1,1
4709,1,2,2,0,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,4,5,1
4710,1,5,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,1,1
4711,1,5,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,1,1
4712,1,5,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,1,1
4713,1,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,4,1
4714,1,2,0,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,4,1
4715,1,5,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,4,1
4716,1,2,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,4,1
4717,0,2,3,7,0,5,1,0,1,9,0,0,2,0,7,7,0,2,1,1,1,4,0,0
4718,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,1,1
4719,0,2,0,2,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,4,0,0
4720,1,2,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,1,1
4721,1,5,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,1,1
4722,1,5,3,4,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,2,1
4723,1,5,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,1,1
4724,1,5,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,0,1
4725,1,2,0,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,1,1
4726,1,5,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,4,1
4727,1,5,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1,1
4728,1,5,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,0,1
4729,1,2,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,1,1
4730,1,2,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,4,1
4731,1,2,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,1,1
4732,0,2,3,4,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,5,0,0
4733,1,5,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1,1
4734,0,2,0,2,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,5,0,0
4735,1,5,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,0,1
4736,1,5,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,4,1
4737,1,2,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,4,1
4738,1,5,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,4,1
4739,1,2,0,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,0,1
4740,1,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,0,1
4741,1,2,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,4,1
4742,1,2,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,1,1
4743,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,0,1
4744,1,5,3,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,4,1
4745,1,2,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0,1
4746,1,5,3,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,0,1
4747,1,2,0,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,4,1
4748,1,2,3,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,0,1
4749,1,5,0,5,0,1,1,1,1,7,0,1,2,2,7,7,0,2,1,4,2,3,0,1
4750,1,2,0,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,0,1
4751,1,5,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,0,1
4752,1,5,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,1,1
4753,1,5,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,0,1
4754,1,2,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,4,1
4755,1,5,3,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,4,1
4756,1,5,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,0,1
4757,1,2,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,0,1
4758,1,2,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,1,1
4759,1,5,3,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0,1
4760,1,2,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,0,1
4761,1,5,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,0,1
4762,1,5,3,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,0,1
4763,1,5,3,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,0,1
4764,1,5,3,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,1,1
4765,1,5,0,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,1,1
4766,1,5,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,0,1
4767,1,2,0,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,4,1
4768,1,2,0,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,1,1
4769,1,5,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,4,1
4770,1,5,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,0,1
4771,1,5,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,0,1
4772,1,2,0,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,4,1
4773,1,5,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4,1
4774,1,5,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,0,1
4775,1,2,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,0,1
4776,1,2,0,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,4,1
4777,0,5,2,5,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0
4778,1,2,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,0,1
4779,1,5,2,5,0,1,1,1,1,2,0,1,2,2,7,7,0,2,1,4,2,4,0,1
4780,1,5,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,1,1
4781,1,2,0,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,4,1
4782,1,5,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1,1
4783,0,2,0,2,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,3,5,0,0
4784,1,5,3,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,0,1
4785,1,5,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,1,1
4786,1,2,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,1,1
4787,1,2,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,1,1
4788,0,2,3,4,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,4,0,0
4789,1,5,3,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,4,1
4790,1,2,0,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,4,1
4791,1,5,3,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,4,1
4792,1,2,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,0,1
4793,1,2,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,0,1
4794,1,2,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,1,1
4795,1,2,0,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,1,1
4796,1,5,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,1,1
4797,1,2,3,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,4,1
4798,1,5,3,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,1,1
4799,0,2,0,3,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,5,0,0
4800,1,5,2,3,1,2,1,0,0,3,1,1,0,2,7,7,0,2,1,4,1,3,1,1
4801,1,5,3,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1
4802,1,2,2,3,1,2,1,0,0,7,1,1,2,0,7,7,0,2,1,4,1,4,1,1
4803,1,2,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,1,1
4804,1,2,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,1,1
4805,1,2,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,0,1
4806,0,2,3,2,1,5,1,0,0,1,0,0,2,2,7,2,0,2,2,0,7,1,6,0
4807,1,2,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,4,1
4808,1,5,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,1,1
4809,1,2,0,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,0,1
4810,1,5,3,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0,1
4811,1,2,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1,1
4812,0,2,3,4,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6,0
4813,1,2,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,1,1
4814,1,3,0,4,0,5,1,0,1,10,0,0,1,3,7,4,0,2,1,0,7,4,0,1
4815,1,2,0,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,0,1
4816,1,2,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,4,1
4817,1,5,3,4,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4,1
4818,1,2,0,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,0,1
4819,1,2,0,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,4,1
4820,1,2,2,8,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,4,1,1
4821,1,2,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,0,1
4822,1,5,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,1,1
4823,1,5,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,1,1
4824,0,5,3,2,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0
4825,1,2,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0,1
4826,1,0,0,9,0,5,1,0,1,10,0,0,1,3,7,4,0,2,1,0,7,4,0,1
4827,1,2,3,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,0,1
4828,1,5,2,3,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,3,5,1
4829,1,2,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,0,1
4830,1,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,1,1
4831,0,3,3,2,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0
4832,1,2,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,4,1
4833,1,2,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,4,1
4834,0,3,3,4,0,5,1,1,1,10,0,1,0,2,7,4,0,2,1,0,7,4,2,0
4835,1,5,2,8,0,1,1,0,1,7,0,1,2,2,7,7,0,2,1,4,3,4,0,1
4836,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,1,1
4837,1,5,0,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,4,1
4838,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,0,1
4839,1,2,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,4,1
4840,1,0,2,0,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,1,1
4841,1,5,2,8,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,4,1,1
4842,0,2,3,2,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,5,0,0
4843,1,0,2,8,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,3,1
4844,0,2,3,5,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0
4845,1,5,2,8,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,4,1,1
4846,0,3,3,4,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0
4847,1,5,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,4,1
4848,1,2,2,0,1,2,1,0,0,3,1,1,0,2,7,7,0,2,1,4,1,4,5,1
4849,1,2,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0,1
4850,1,5,3,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0,1
4851,1,5,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,0,1
4852,1,5,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4,1
4853,1,5,3,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,0,1
4854,1,5,3,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,0,1
4855,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,4,1
4856,1,5,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,4,1
4857,1,2,0,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,4,1
4858,0,3,2,2,1,5,1,0,0,10,0,0,2,2,2,7,0,2,2,0,7,1,6,0
4859,0,2,3,4,1,5,1,0,0,1,0,0,2,2,2,7,0,2,2,0,7,1,6,0
4860,0,2,2,0,1,5,1,0,0,10,0,0,2,2,2,7,0,2,2,0,7,1,6,0
4861,1,5,3,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,0,1
4862,0,2,0,3,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,4,0,0
4863,1,2,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,4,1
4864,1,2,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,1,1
4865,1,5,2,3,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,4,1,1
4866,1,2,0,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,4,1
4867,1,5,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,0,1
4868,1,2,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1,1
4869,1,5,3,4,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
4870,1,2,0,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,4,1
4871,0,2,3,4,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0
4872,0,2,3,2,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,2,4,0,0
4873,1,2,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,1,1
4874,1,5,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,4,1
4875,1,2,0,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,0,1
4876,0,2,0,2,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,4,0,0
4877,1,5,3,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,4,1
4878,1,2,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,4,1
4879,1,2,0,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,4,1
4880,1,2,3,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,0,1
4881,1,5,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,0,1
4882,1,0,3,8,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,3,1
4883,1,2,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,4,1
4884,1,5,3,4,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1
4885,1,2,0,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,1,1
4886,1,5,3,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,1,1
4887,1,2,3,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,4,1
4888,0,2,3,5,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6,0
4889,1,5,2,8,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,3,1,1
4890,1,2,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,1,1
4891,1,5,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,4,1
4892,1,5,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1,1
4893,1,2,2,0,1,2,1,0,0,10,1,1,0,2,7,7,0,2,1,4,1,3,5,1
4894,1,5,0,3,0,1,1,0,1,2,0,1,2,2,7,7,0,2,1,4,2,4,0,1
4895,1,5,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,4,1
4896,1,2,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,1,1
4897,1,2,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4,1
4898,0,5,3,6,0,5,1,0,1,7,0,0,2,0,7,7,0,2,1,1,1,5,0,0
4899,0,2,3,8,0,5,1,0,1,3,0,0,2,0,7,7,0,2,1,1,1,4,0,0
4900,1,5,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,0,1
4901,1,2,3,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,4,1
4902,1,2,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,1,1
4903,1,5,3,2,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1
4904,1,5,3,2,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2,1
4905,1,5,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0,1
4906,1,5,3,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,1,1
4907,1,2,0,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,0,1
4908,1,5,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,1,1
4909,1,5,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,0,1
4910,1,2,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,4,1
4911,0,2,2,2,1,5,1,0,0,10,0,0,2,2,7,2,0,2,2,0,7,1,6,0
4912,1,2,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,4,1
4913,1,5,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,4,1
4914,1,2,2,3,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,3,1,1
4915,1,2,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,1,1
4916,1,5,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,0,1
4917,1,5,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,4,1
4918,1,5,2,3,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,4,5,1
4919,1,2,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,1,1
4920,1,2,0,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,1,1
4921,1,5,2,8,0,1,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,4,0,1
4922,1,2,3,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,4,1
4923,0,2,3,2,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,5,0,0
4924,1,5,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,1,1
4925,1,5,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,4,1
4926,0,3,2,0,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0
4927,1,2,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,1,1
4928,1,2,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,0,1
4929,1,5,3,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,1,1
4930,0,5,0,4,0,5,1,1,1,10,0,1,2,0,7,4,0,2,1,0,7,4,2,0
4931,0,5,3,2,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6,0
4932,1,5,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,4,1
4933,1,5,0,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,1,1
